s_m,distance_km,latitude,longitude,v_safe_kmh,r_min_m,stop_event,zone_type,zone_id,glide_ceiling_kmh,strategy_state,strategy_v_kmh,turn_entry
0.0,0.0,25.488415852960205,51.45018741356243,inf,inf,True,straight,-1,0.0,accel,0.0,False
5.223524091758317,0.0052235240917583164,25.488456810871455,51.45016167989994,inf,inf,False,straight,-1,60.00000000000001,accel,10.6199335992484,False
10.2014187964106,0.0102014187964106,25.48849576814852,51.45013701273625,inf,inf,False,straight,-1,60.00000000000001,accel,14.841243609486266,False
15.185423535453964,0.015185423535453964,25.48853472553825,51.4501122241018,inf,inf,False,straight,-1,60.00000000000001,accel,18.107290256607456,False
20.193905701219883,0.020193905701219882,25.4885738405863,51.45008724963076,inf,inf,False,straight,-1,60.00000000000001,accel,20.880945994225872,False
25.19999877471134,0.025199998774711338,25.488612910321496,51.4500622364867,inf,inf,False,straight,-1,60.00000000000001,accel,23.32599980928964,False
30.200335127485587,0.030200335127485586,25.4886519152098,51.45003721439266,inf,inf,False,straight,-1,60.00000000000001,accel,25.32195751861032,False
35.19356512303047,0.035193565123030464,25.488690850091363,51.45001220031393,inf,inf,False,straight,-1,60.00000000000001,accel,27.018742047329383,False
40.20207593336746,0.040202075933367463,25.488729896217265,51.44998709475425,inf,inf,False,straight,-1,60.00000000000001,accel,28.51058085951102,False
45.21641503002024,0.04521641503002024,25.488768982163656,51.44996194938349,inf,inf,False,straight,-1,60.00000000000001,accel,29.844626008064527,False
50.22344031167242,0.05022344031167242,25.48880800656967,51.449936832146506,inf,inf,False,straight,-1,60.00000000000001,accel,31.050011655314396,False
55.23317301975447,0.055233173019754465,25.488847050794792,51.44991169891056,inf,inf,False,straight,-1,60.00000000000001,accel,31.06926958947514,False
60.23928324418042,0.060239283244180424,25.488886066974786,51.449886584201295,inf,inf,False,straight,-1,60.00000000000001,accel,31.19719452054952,False
65.26019169505861,0.0652601916950586,25.488925202404417,51.44986140263631,inf,inf,False,straight,-1,60.00000000000001,accel,31.313219852862968,False
70.2505124709438,0.0702505124709438,25.4889641019494,51.44983637925188,inf,inf,False,straight,-1,60.00000000000001,accel,31.415914423469324,False
75.22165849044302,0.07522165849044302,25.4890028566592,51.449811460756216,inf,inf,False,straight,-1,60.00000000000001,accel,31.504713503842435,False
80.19022295768362,0.08019022295768362,25.489041598866116,51.44978656959153,inf,inf,False,straight,-1,60.00000000000001,accel,31.586916324655373,False
85.19848404831043,0.08519848404831043,25.48908066455373,51.44976150591752,inf,inf,False,straight,-1,60.00000000000001,accel,31.66186723130946,False
90.21067883410372,0.09021067883410372,25.48911976946973,51.4497364387244,inf,inf,False,straight,-1,60.00000000000001,accel,31.725789416533797,False
95.21256734174209,0.09521256734174209,25.48915879983308,51.44971143416436,inf,inf,False,straight,-1,60.00000000000001,accel,31.779010791799124,False
100.2373909557018,0.1002373909557018,25.489198021495017,51.44968633832471,inf,inf,False,straight,-1,60.00000000000001,accel,31.822890363702943,False
105.27055787768528,0.10527055787768527,25.489237319341864,51.44966122180209,inf,inf,False,straight,-1,60.00000000000001,accel,31.854635377575622,False
110.27654114827055,0.11027654114827055,25.489276413327804,51.4496362568532,inf,inf,False,straight,-1,60.00000000000001,accel,31.87792738116617,False
115.2574884191524,0.1152574884191524,25.489315319804547,51.44961143198214,inf,inf,False,straight,-1,60.00000000000001,accel,31.89594273258889,False
120.25945857796953,0.12025945857796952,25.48935439971008,51.44958651987105,inf,inf,False,straight,-1,60.00000000000001,accel,31.90981475945765,False
125.25797311491752,0.12525797311491751,25.48939345883159,51.449561636803125,inf,inf,False,straight,-1,60.00000000000001,cruise,31.920293255020677,False
130.25671971629765,0.13025671971629765,25.48943252540295,51.44953676331861,inf,inf,False,straight,-1,60.00000000000001,cruise,31.74943696308238,False
135.25416823853908,0.13525416823853909,25.489471586982717,51.4495119061167,inf,inf,False,straight,-1,60.00000000000001,cruise,31.576102135664406,False
140.25215946239058,0.14025215946239059,25.489510658162743,51.44948705643528,inf,inf,False,straight,-1,60.00000000000001,cruise,31.400125588027528,False
145.26507912400345,0.14526507912400344,25.489549853143345,51.449462146079775,inf,inf,False,straight,-1,60.00000000000001,cruise,31.22136231236237,False
150.26688914939552,0.1502668891493955,25.489588966618424,51.44943730116367,inf,inf,False,straight,-1,60.00000000000001,cruise,31.040379214555507,False
155.27307971717948,0.1552730797171795,25.48962812090112,51.4494124470094,inf,inf,False,straight,-1,60.00000000000001,cruise,30.85959015731608,False
160.29121381448638,0.16029121381448638,25.489667376304205,51.449387548299065,inf,inf,False,straight,-1,60.00000000000001,cruise,30.67990086015317,False
165.29559333140327,0.16529559333140326,25.48970653265889,51.44936273419842,inf,inf,False,straight,-1,60.00000000000001,accel,30.50755336045083,False
170.28961977815888,0.17028961977815887,25.489745617174822,51.44933798899557,inf,inf,False,straight,-1,60.00000000000001,accel,30.538258808347447,False
175.28880172709887,0.17528880172709888,25.48978475198131,51.449313237311735,inf,inf,False,straight,-1,60.00000000000001,accel,30.57369322368855,False
180.2605844831068,0.1802605844831068,25.489823684658656,51.449288645009815,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
185.232783921784,0.185232783921784,25.48986263568592,51.44926407965077,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
190.2423821731063,0.1902423821731063,25.4899018994304,51.44923936754629,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
195.2487532967984,0.19524875329679842,25.489941147569898,51.44921469004834,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
200.262590133342,0.200262590133342,25.48998046412003,51.4491899948308,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
205.27017046141492,0.2052701704614149,25.490019738513432,51.44916534377175,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
210.26916147291092,0.21026916147291091,25.490058950980128,51.44914074551372,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
215.26920636046123,0.21526920636046123,25.49009817671188,51.44911615174068,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
220.2696301450099,0.2202696301450099,25.490137409827668,51.44909156464353,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
225.26651970246309,0.22526651970246309,25.49017661922064,51.44906700268326,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
230.27000193095807,0.23027000193095806,25.490215884969466,51.44904241727726,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
235.2702408449697,0.2352702408449697,25.49025512920261,51.44901785543863,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
240.27189528654125,0.24027189528654125,25.49029438879461,51.44899329488641,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
245.271119419512,0.245271119419512,25.490333634214995,51.448968755783575,inf,inf,False,straight,-1,60.00000000000001,accel,30.596760862395097,False
250.27186117794798,0.250271861177948,25.490372897507367,51.4489442207972,inf,inf,False,straight,-1,60.00000000000001,accel,30.641223164085385,False
255.26617804787804,0.25526617804787805,25.490412117169097,51.44891973056969,inf,inf,False,straight,-1,60.00000000000001,accel,30.68085764160432,False
260.2763780314726,0.2602763780314726,25.49045147132302,51.44889518144092,inf,inf,False,straight,-1,60.00000000000001,accel,30.71943841535785,False
265.2823656495086,0.26528236564950863,25.490490807216048,51.44887068181407,inf,inf,False,straight,-1,60.00000000000001,accel,30.753498120145288,False
270.30749433567894,0.27030749433567897,25.490530312906287,51.4488461263253,inf,inf,False,straight,-1,60.00000000000001,accel,30.78864134927462,False
275.3308838962357,0.2753308838962357,25.49056983517075,51.44882163847412,inf,inf,False,straight,-1,60.00000000000001,accel,30.824537015050044,False
280.3036539335839,0.2803036539335839,25.490609008866016,51.44879749494476,inf,inf,False,straight,-1,60.00000000000001,accel,30.861674618578117,False
285.2132215244281,0.2852132215244281,25.490647748722207,51.44877378480614,inf,inf,False,straight,-1,60.00000000000001,accel,30.90013958039393,False
290.20729899311925,0.29020729899311926,25.49068722475329,51.44874980451098,inf,inf,False,straight,-1,60.00000000000001,accel,30.938366646569943,False
295.2529163868818,0.2952529163868818,25.490727157157263,51.448725674812266,inf,inf,False,straight,-1,60.00000000000001,accel,30.98212638134209,False
300.2951790651859,0.3002951790651859,25.490767076549663,51.44870158836279,inf,inf,False,straight,-1,60.00000000000001,accel,31.03219919641888,False
305.32724169362507,0.3053272416936251,25.490806915594906,51.44867755145499,inf,inf,False,straight,-1,60.00000000000001,accel,31.08422660283104,False
310.3038012550288,0.3103038012550288,25.490846285924828,51.448653720851055,inf,inf,False,straight,-1,60.00000000000001,accel,31.134848837131912,False
315.25050438066035,0.3152505043806603,25.4908853906784,51.448629974421,inf,inf,False,straight,-1,60.00000000000001,accel,31.18210478214944,False
320.2513729891294,0.32025137298912937,25.490924895749284,51.4486059123623,inf,inf,False,straight,-1,60.00000000000001,accel,31.22945597457613,False
325.25218804136034,0.32525218804136036,25.49096438312865,51.448581816192245,inf,inf,False,straight,-1,60.00000000000001,accel,31.271017417882376,False
330.2529714049407,0.3302529714049407,25.491003857179997,51.44855769418898,inf,inf,False,straight,-1,60.00000000000001,accel,31.29433893718037,False
335.2531408709251,0.3352531408709251,25.491043316470947,51.44853355547085,inf,inf,False,straight,-1,60.00000000000001,accel,31.313527252938403,False
340.25368897243885,0.34025368897243885,25.49108277105456,51.448509399667294,inf,inf,False,straight,-1,60.00000000000001,accel,31.310152437973,False
345.2486864744419,0.3452486864744419,25.4911221763228,51.44848525973829,inf,inf,False,straight,-1,60.00000000000001,accel,31.286906513760023,False
350.2549696711467,0.35025496967114667,25.49116166512407,51.44846105437848,inf,inf,False,straight,-1,60.00000000000001,accel,31.252135830952245,False
355.2727197153504,0.35527271971535035,25.491201239969357,51.44843678485927,inf,inf,False,straight,-1,60.00000000000001,accel,31.184989078530545,False
360.2852284487095,0.3602852284487095,25.491240773849945,51.44841254142965,inf,inf,False,straight,-1,60.00000000000001,accel,31.092236466191927,False
365.29436270943626,0.36529436270943627,25.491280282748598,51.44838831755176,inf,inf,False,straight,-1,60.00000000000001,cruise,30.985466931694894,False
370.28259929007874,0.37028259929007873,25.49131963456508,51.44836421006888,inf,inf,False,straight,-1,60.00000000000001,cruise,30.67602847624749,False
375.2557307268973,0.3752557307268973,25.4913588749419,51.44834019089153,inf,inf,False,straight,-1,60.00000000000001,cruise,30.357670187904525,False
380.2471582776255,0.3802471582776255,25.49139826523439,51.4483160943542,inf,inf,False,straight,-1,60.00000000000001,cruise,30.035899542262957,False
385.2431275874192,0.38524312758741924,25.491437696716595,51.448291986502014,inf,inf,False,straight,-1,60.00000000000001,cruise,29.707394060613986,False
390.239225694101,0.39023922569410097,25.491477134747083,51.44826788901015,inf,inf,False,straight,-1,60.00000000000001,cruise,29.37475221628994,False
395.2434341543213,0.3952434341543213,25.49151664296762,51.448243764654215,inf,inf,False,straight,-1,60.00000000000001,cruise,29.041093976492927,False
400.2588370129013,0.4002588370129013,25.491556246834428,51.44821960077745,inf,inf,False,straight,-1,60.00000000000001,cruise,28.708928037569084,False
405.26699587072267,0.4052669958707227,25.491595802841196,51.44819549038928,inf,inf,False,straight,-1,60.00000000000001,cruise,28.389314775749803,False
410.2611363627353,0.41026113636273526,25.491635259246543,51.44817146963868,inf,inf,False,straight,-1,60.00000000000001,cruise,28.077490087795937,False
415.2481410120831,0.4152481410120831,25.49167467148975,51.44814750757158,inf,inf,False,straight,-1,60.00000000000001,cruise,27.774421577587017,False
420.240515047519,0.420240515047519,25.49171413987776,51.44812354708842,inf,inf,False,straight,-1,60.00000000000001,cruise,27.48117683095302,False
425.2028545565787,0.4252028545565787,25.491753390314805,51.44809976975832,inf,inf,False,straight,-1,60.00000000000001,cruise,27.19320351742565,False
430.1972095283156,0.43019720952831564,25.491792916228626,51.448075883635575,inf,inf,False,straight,-1,60.00000000000001,cruise,26.90888818564775,False
435.2236227139494,0.4352236227139494,25.49183272057835,51.44805189389865,inf,inf,False,straight,-1,60.00000000000001,cruise,26.633021364868924,False
440.22633507245655,0.44022633507245656,25.491872361415385,51.44802806601514,inf,inf,False,straight,-1,60.00000000000001,cruise,26.367873043984517,False
445.2183950533275,0.44521839505332755,25.491911942518687,51.44800433874495,inf,inf,False,straight,-1,60.00000000000001,cruise,26.112826336417708,False
450.2339928875238,0.4502339928875238,25.49195173665452,51.44798055312502,inf,inf,False,straight,-1,60.00000000000001,cruise,25.86444590784955,False
455.23976176795526,0.4552397617679553,25.49199148392109,51.44795687738963,inf,inf,False,straight,-1,60.00000000000001,cruise,25.61767789299717,False
460.2150302482008,0.46021503024820076,25.49203102748063,51.447933424456735,inf,inf,False,straight,-1,60.00000000000001,cruise,25.370262709208586,False
465.2385545981169,0.46523855459811686,25.492070994537137,51.44790982598199,inf,inf,False,straight,-1,60.00000000000001,cruise,25.116923403261428,False
470.2337653068605,0.4702337653068605,25.492110784875877,51.44788646054853,inf,inf,False,straight,-1,60.00000000000001,cruise,24.85934140602012,False
475.18464473823695,0.47518464473823696,25.49215027993716,51.447863422418266,inf,inf,False,straight,-1,60.00000000000001,cruise,24.59877443576952,False
480.1878098703086,0.4801878098703086,25.492190253494154,51.44784026914166,inf,inf,False,straight,-1,60.00000000000001,cruise,24.331504480554276,False
485.2159797437931,0.4852159797437931,25.492230491795716,51.44781713675561,inf,inf,False,straight,-1,60.00000000000001,accel,24.054102444826448,False
490.2091187083641,0.4902091187083641,25.492270522924983,51.44779432062295,inf,inf,False,straight,-1,60.00000000000001,accel,24.086893323240204,False
495.22279822129457,0.49522279822129456,25.492310803151423,51.44777159125029,inf,inf,False,straight,-1,60.00000000000001,accel,24.108565007437196,False
500.2793204843786,0.5002793204843786,25.49235152941591,51.4477488879659,inf,inf,False,straight,-1,60.00000000000001,accel,24.112465997572315,False
505.2990454560711,0.5052990454560711,25.49239209515937,51.44772664806628,inf,inf,False,straight,-1,60.00000000000001,accel,24.100685627452748,False
510.3073590345621,0.5103073590345621,25.49243272796932,51.44770481480928,inf,inf,False,straight,-1,60.00000000000001,accel,24.073283436828174,False
515.3591705572716,0.5153591705572715,25.49247390353152,51.4476832259111,inf,inf,False,straight,-1,60.00000000000001,accel,24.02940588362036,False
520.4368748028013,0.5204368748028013,25.4925155404372,51.44766211536167,75.5,52.7,False,turn,1,60.00000000000001,accel,23.96298680098223,True
525.4553988576192,0.5254553988576193,25.49255704157073,51.44764210845769,75.5,52.7,False,turn,1,60.00000000000001,accel,23.87833093378768,False
530.3972941946055,0.5303972941946055,25.4925983510718,51.44762355940504,75.5,52.7,False,turn,1,60.00000000000001,accel,23.776800501917087,False
535.3418619907915,0.5353418619907915,25.492640217584672,51.4476065164163,75.5,52.7,False,turn,1,60.00000000000001,accel,23.657905994930868,False
540.175572843067,0.540175572843067,25.492681810200192,51.44759198973492,75.5,52.7,False,turn,1,60.00000000000001,accel,23.522946506852037,False
544.8934688196184,0.5448934688196184,25.49272317283112,51.44758081833512,75.5,52.7,False,turn,1,60.00000000000001,accel,23.363802505199583,False
549.6938343053004,0.5496938343053004,25.492766003555356,51.44757357732528,75.5,52.7,False,turn,1,60.00000000000001,accel,23.1785988173236,False
554.5333838125101,0.5545333838125102,25.492809658247385,51.44757175749036,75.5,52.7,False,turn,1,60.00000000000001,accel,22.96882411925142,False
559.2141235578414,0.5592141235578414,25.4928518366345,51.44757451088873,75.5,52.7,False,turn,1,60.00000000000001,accel,22.79529573105758,False
564.0021534375762,0.5640021534375762,25.49289462232472,51.44758125004222,75.5,52.7,False,turn,1,60.00000000000001,accel,22.64881187070176,False
568.8869451750996,0.5688869451750996,25.492937733200485,51.44759145119826,75.5,52.7,False,turn,1,60.00000000000001,accel,22.533334846516976,False
573.646780753823,0.573646780753823,25.492979032669048,51.44760450632016,75.5,52.7,False,turn,1,60.00000000000001,accel,22.43990761216138,False
578.3765300656938,0.5783765300656938,25.493019208921485,51.44762042016699,75.5,52.7,False,turn,1,60.00000000000001,accel,22.358161048736655,False
583.1691446006149,0.5831691446006149,25.493058874404436,51.44763944437447,75.5,52.7,False,turn,1,60.00000000000001,accel,22.288311090621875,False
587.8142904162402,0.5878142904162401,25.49309600431648,51.44766090559362,75.5,52.7,False,turn,1,60.00000000000001,accel,22.22365806056424,False
592.3283404362279,0.592328340436228,25.493130577192765,51.447684661341455,75.5,52.7,False,turn,1,60.00000000000001,accel,22.185196229493943,False
596.781269540174,0.596781269540174,25.493162851310057,51.44771105456014,75.5,52.7,False,turn,1,60.00000000000001,accel,22.167353519356865,False
601.1744965893065,0.6011744965893066,25.493192400825706,51.44774018826877,75.5,52.7,False,turn,1,60.00000000000001,accel,22.164965196791886,False
605.5045493051985,0.6055045493051985,25.49321914897364,51.44777158332612,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.172186264476508,False
609.7201434351031,0.6097201434351031,25.49324262535869,51.447804573139685,75.5,52.7,False,turn,1,60.00000000000001,accel,21.895645876697024,False
613.755144430818,0.6137551444308179,25.49326294181899,51.44783787358424,75.5,52.7,False,turn,1,60.00000000000001,accel,21.961720892922514,False
617.7028203847461,0.6177028203847461,25.49328096030543,51.447871739315374,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
621.435818711601,0.6214358187116009,25.49329634196284,51.44790476543464,75.5,52.7,False,turn,1,60.00000000000001,accel,21.81520742261775,False
625.0262450590186,0.6250262450590186,25.49330942027436,51.44793743089453,75.5,52.7,False,turn,1,60.00000000000001,accel,21.90571591694728,False
628.715143294777,0.6287151432947771,25.49332088113205,51.44797187018794,75.5,52.7,False,turn,1,60.00000000000001,accel,21.99018787638817,False
632.6015577756979,0.6326015577756978,25.49333066809456,51.44800898026286,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
636.5881871983729,0.636588187198373,25.493338377865275,51.4480477006267,75.5,52.7,False,turn,1,60.00000000000001,accel,21.81053191239894,False
640.6184131477331,0.6406184131477332,25.49334351941048,51.44808737266811,75.5,52.7,False,turn,1,60.00000000000001,accel,21.91705764365125,False
644.8193659800241,0.6448193659800241,25.49334567217904,51.44812907718725,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
649.098021564148,0.649098021564148,25.493344046774936,51.448171584011405,75.5,52.7,False,turn,1,60.00000000000001,accel,21.76784473840862,False
653.3559008787138,0.6533559008787138,25.493339267069366,51.44821359329174,75.5,52.7,False,turn,1,60.00000000000001,accel,21.874438187909867,False
657.6360286208037,0.6576360286208037,25.493331751991064,51.44825533959564,75.5,52.7,False,turn,1,60.00000000000001,accel,21.98852935977945,False
661.9884971784126,0.6619884971784126,25.493321757927347,51.448297194480055,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
666.28605787557,0.66628605787557,25.49330971620671,51.44833781616954,75.5,52.7,False,turn,1,60.00000000000001,accel,21.806870966428438,False
670.6193912694242,0.6706193912694243,25.493295384447396,51.44837790811829,75.5,52.7,False,turn,1,60.00000000000001,accel,21.933073156410178,False
675.0215241826867,0.6750215241826867,25.49327914924278,51.4484178604402,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
679.5799145981981,0.6795799145981981,25.49326105335974,51.44845856809643,75.5,52.7,False,turn,1,60.00000000000001,accel,21.81536367354192,False
684.204708748788,0.684204708748788,25.493241770107065,51.4484993547555,75.5,52.7,False,turn,1,60.00000000000001,accel,21.98490722477672,False
688.8825047439535,0.6888825047439535,25.49322156271509,51.44854019613645,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
693.6232604725003,0.6936232604725003,25.493200522566,51.44858124451679,75.5,52.7,False,turn,1,60.00000000000001,accel,21.835223418502448,False
698.3712990720328,0.6983712990720328,25.49317900056947,51.44862207241721,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
703.1325093051665,0.7031325093051666,25.4931570248207,51.44866275844108,75.5,52.7,False,turn,1,60.00000000000001,accel,21.848309381002316,False
707.9427293189952,0.7079427293189953,25.493134451773244,51.44870361729289,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
712.85883873299,0.7128588387329899,25.493111011554014,51.44874512463621,75.5,52.7,False,turn,1,60.00000000000001,accel,21.857174559664944,False
717.7651605779598,0.7177651605779598,25.49308723346505,51.44878628282273,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
722.6876910666205,0.7226876910666205,25.49306294011499,51.44882726688119,75.5,52.7,False,turn,1,60.00000000000001,accel,21.87034607000912,False
727.6413705145197,0.7276413705145197,25.49303797323781,51.44886813069778,75.5,52.7,False,turn,1,60.00000000000001,cruise,22.01179624800932,False
732.5986771509553,0.7325986771509553,25.49301234408984,51.448908537966766,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.88253700137869,False
737.5109645632075,0.7375109645632075,25.492986436985632,51.44894817929592,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.76673459597457,False
742.4475085034792,0.7424475085034792,25.492959990339838,51.448987686013794,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.66007814278169,False
747.4203702551309,0.747420370255131,25.4929330152667,51.449027209554295,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.558586767071155,False
752.3280082469244,0.7523280082469244,25.49290611551648,51.449065982185125,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.459231819712176,False
757.2182071060839,0.7572182071060839,25.49287903572765,51.44910438310857,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.35683030447624,False
761.9816225317218,0.7619816225317217,25.4928524134357,51.44914157761094,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.25113243802398,False
766.8629641287677,0.7668629641287676,25.492824725189887,51.44917933524314,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.135672972992865,False
771.9699589700939,0.7719699589700939,25.49279530246385,51.44921842860084,75.5,52.7,False,turn,1,60.00000000000001,cruise,21.002051132533374,False
777.1239498161224,0.7771239498161224,25.492765465004343,51.44925774968299,75.5,52.7,False,turn,1,60.00000000000001,cruise,20.86160641209652,False
782.3070454840085,0.7823070454840085,25.492735396891003,51.44929723547895,75.5,52.7,False,turn,1,60.00000000000001,cruise,20.707298811146217,False
787.4293087848777,0.7874293087848777,25.49270576242802,51.44933633228214,inf,inf,False,straight,-1,60.00000000000001,cruise,20.53218501234102,False
792.3955638032867,0.7923955638032867,25.49267720073025,51.44937439406216,203.5,383.0,False,turn,2,60.00000000000001,cruise,20.341269144203387,True
797.3853435398668,0.7973853435398668,25.492648579934425,51.44941270536163,203.5,383.0,False,turn,2,60.00000000000001,cruise,20.14404379791291,False
802.4081029395528,0.8024081029395528,25.492619829965747,51.44945132416602,203.5,383.0,False,turn,2,60.00000000000001,cruise,19.93598951784345,False
807.4186259033393,0.8074186259033392,25.49259121074993,51.44948990363248,203.5,383.0,False,turn,2,60.00000000000001,cruise,19.722766027838755,False
812.4277471696356,0.8124277471696356,25.492562657954352,51.44952852479652,203.5,383.0,False,turn,2,60.00000000000001,cruise,19.51183284922169,False
817.4924750774297,0.8174924750774297,25.4925338469526,51.44956762731987,203.5,383.0,False,turn,2,60.00000000000001,cruise,19.30163427076633,False
822.5497385069222,0.8225497385069221,25.492505132051917,51.449606720094096,203.5,383.0,False,turn,2,60.00000000000001,cruise,19.10217078465547,False
827.5314567600116,0.8275314567600116,25.492476900785707,51.44964527757022,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.93777103100653,False
832.5152494260784,0.8325152494260785,25.49244871824885,51.44968390474341,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.78248459875875,False
837.5083302704363,0.8375083302704364,25.49242053984421,51.44972265397894,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.65086434532813,False
842.5173716835642,0.8425173716835642,25.49239232805064,51.44976157701239,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.540343390839627,False
847.5642545698156,0.8475642545698157,25.492363971628603,51.44980085422153,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.43349105184387,False
852.6126474796497,0.8526126474796497,25.49233565186059,51.44984018267269,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.35155203954951,False
857.6399903248654,0.8576399903248654,25.492307481070927,51.4498793741075,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.277413492014308,False
862.6274200721662,0.8626274200721662,25.49227955672784,51.44991827425994,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.20518627039387,False
867.7286603562171,0.8677286603562171,25.492251053361027,51.44995811269913,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.12898354841491,False
872.9371000735104,0.8729371000735103,25.49222205880576,51.449998881617816,203.5,383.0,False,turn,2,60.00000000000001,cruise,18.048293863487437,False
878.0896884172115,0.8780896884172115,25.492193654168997,51.45003945224878,203.5,383.0,False,turn,2,60.00000000000001,cruise,17.95505792154509,False
883.1696454316325,0.8831696454316325,25.49216603875487,51.45007977768501,203.5,383.0,False,turn,2,60.00000000000001,cruise,17.84994852449745,False
